Designator,Mid X,Mid Y,Layer,Rotation
J1,157.95,-115.944888,bottom,90
J2,184.7,-70.194888,bottom,90
J3,119.45,-70.194888,bottom,90
C1,125.7,-70.25,top,0
C2,190.244888,-112.944888,top,0
J4,122.46,-74.694888,top,90
Q1,105.7,-112.75,top,0
Q2,105.7,-101.36,top,0
Q3,105.7,-90.5,top,0
R1,107.85,-115.75,top,180
R2,108.5,-109,top,180
R3,108.5,-97.5,top,180
R4,108,-104.5,top,0
R5,109.25,-70.194888,top,0
R6,108,-93.5,top,180
R7,108.5,-86.75,top,180
RV1,105.66,-74.539888,top,-90
